"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21"
1 486 7 5 2 1 4 1 11 843 903 6 9 12 2 6 2 7 1 1 1
1 750 3 4 7 1 4 1 11 727 816 6 9 12 2 6 2 4 1 1 4
1 813 7 4 7 1 4 1 11 908 963 6 9 12 2 6 2 4 1 1 1
1 566 3 4 7 1 4 1 11 777 827 6 9 12 2 6 2 7 1 1 3
1 537 3 5 7 1 4 1 11 805 862 6 9 12 2 6 2 4 1 1 1
1 623 3 5 7 1 4 1 11 803 828 6 9 12 2 6 2 7 1 1 1
1 579 3 5 2 1 4 1 11 805 874 6 9 12 2 6 2 7 1 1 3
1 634 3 4 2 1 4 1 11 827 864 6 9 12 2 6 2 7 1 1 3
1 664 7 4 2 1 4 1 11 792 931 6 9 12 2 6 2 4 1 1 4
1 755 7 4 2 1 4 1 11 779 873 6 9 12 2 6 2 4 1 1 3
1 632 3 4 7 1 4 1 11 896 905 6 9 12 2 6 2 7 1 1 1
1 645 7 4 2 1 4 1 11 861 958 6 9 12 2 6 2 4 1 1 4
1 461 3 4 2 1 4 1 11 815 868 6 9 12 2 6 2 7 1 1 4
1 459 3 5 2 1 4 1 11 788 858 6 9 12 2 6 2 7 1 1 4
1 563 3 4 7 1 4 1 11 781 927 6 9 12 2 6 2 7 1 1 4
1 665 3 4 7 1 4 1 11 828 966 6 9 12 2 6 2 4 1 1 1
1 378 3 5 7 1 4 1 11 901 913 6 9 12 2 6 2 4 1 1 4
1 668 7 4 2 1 4 1 11 786 871 6 9 12 2 6 2 4 1 1 1
1 956 3 4 2 1 4 1 11 962 1130 6 9 12 2 6 2 4 1 1 4
1 383 3 4 7 1 4 1 11 701 868 6 9 12 2 6 2 4 1 1 4
1 758 3 4 7 1 4 1 11 1000 1088 6 9 12 2 6 2 4 1 1 3
1 806 7 4 7 1 4 1 11 919 980 6 9 12 2 6 2 4 1 1 4
1 652 3 5 7 1 4 1 11 908 979 6 9 12 2 6 2 7 1 1 4
1 745 3 5 2 1 4 1 11 817 905 6 9 12 2 6 2 4 1 1 4
1 703 7 4 2 1 4 1 11 992 965 6 9 12 2 6 2 7 1 1 3
1 718 3 5 7 1 4 1 11 855 833 6 9 12 2 6 2 4 1 1 1
1 636 7 4 7 1 4 1 11 877 893 6 9 12 2 6 2 4 1 1 4
1 755 7 5 7 1 4 1 11 850 947 6 9 12 2 6 2 4 1 1 4
1 663 3 5 7 1 4 1 11 780 902 6 9 12 2 6 2 4 1 1 3
1 468 7 5 2 1 4 1 11 879 940 6 9 12 2 6 2 7 1 1 1
1 538 3 5 7 1 4 1 11 769 865 6 9 12 2 6 2 7 1 1 3
1 877 7 5 2 1 4 1 11 932 1010 6 9 12 2 6 2 4 1 1 3
1 413 7 4 7 1 4 1 11 747 721 6 9 12 2 6 2 7 1 1 1
1 641 7 5 7 1 4 1 11 819 797 6 9 12 2 6 2 4 1 1 1
1 411 7 4 2 1 4 1 11 780 890 6 9 12 2 6 2 4 1 1 3
1 509 7 4 2 1 4 1 11 750 842 6 9 12 2 6 2 4 1 1 1
1 838 7 5 2 1 4 1 11 813 878 6 9 12 2 6 2 7 1 1 4
1 728 7 5 7 1 4 1 11 841 910 6 9 12 2 6 2 7 1 1 3
1 302 7 5 7 1 4 1 11 839 990 6 9 12 2 6 2 4 1 1 4
1 662 3 4 7 1 4 1 11 664 761 6 9 12 2 6 2 7 1 1 4
1 770 7 5 2 1 4 1 11 907 918 6 9 12 2 6 2 7 1 1 1
1 534 3 5 7 1 4 1 11 801 911 6 9 12 2 6 2 4 1 1 4
1 831 3 5 2 1 4 1 11 957 1074 6 9 12 2 6 2 4 1 1 3
1 886 3 4 7 1 4 1 11 850 934 6 9 12 2 6 2 4 1 1 3
1 1015 7 5 2 1 4 1 11 941 1054 6 9 12 2 6 2 7 1 1 3
1 567 3 5 2 1 4 1 11 770 774 6 9 12 2 6 2 4 1 1 3
1 780 3 4 7 1 4 1 11 815 911 6 9 12 2 6 2 7 1 1 3
1 515 7 4 7 1 4 1 11 939 1038 6 9 12 2 6 2 7 1 1 4
1 884 3 4 7 1 4 1 11 822 986 6 9 12 2 6 2 4 1 1 3
1 369 3 4 2 1 4 1 11 751 813 6 9 12 2 6 2 7 1 1 1
1 385 7 5 2 1 4 1 11 730 716 6 9 12 2 6 2 7 1 1 1
1 630 7 5 7 1 4 1 11 764 897 6 9 12 2 6 2 7 1 1 4
1 669 3 5 2 1 4 1 11 864 875 6 9 12 2 6 2 7 1 1 3
1 522 3 4 7 1 4 1 11 707 816 6 9 12 2 6 2 4 1 1 3
1 486 7 4 2 1 4 1 11 858 870 6 9 12 2 6 2 7 1 1 4
1 572 3 4 7 1 4 1 11 615 770 6 9 12 2 6 2 4 1 1 4
1 821 7 5 7 1 4 1 11 950 998 6 9 12 2 6 2 7 1 1 1
1 710 3 4 2 1 4 1 11 786 935 6 9 12 2 6 2 7 1 1 1
1 584 3 4 2 1 4 1 11 838 909 6 9 12 2 6 2 7 1 1 1
1 846 7 4 2 1 4 1 11 911 1032 6 9 12 2 6 2 4 1 1 4
1 710 7 5 2 1 4 1 11 759 848 6 9 12 2 6 2 7 1 1 4
1 664 7 5 7 1 4 1 11 834 833 6 9 12 2 6 2 7 1 1 3
1 358 3 4 7 1 4 1 11 702 812 6 9 12 2 6 2 7 1 1 1
1 525 3 4 2 1 4 1 11 743 735 6 9 12 2 6 2 7 1 1 3
1 692 3 4 7 1 4 1 11 836 748 6 9 12 2 6 2 7 1 1 1
1 678 3 4 7 1 4 1 11 770 897 6 9 12 2 6 2 7 1 1 3
1 704 3 5 2 1 4 1 11 828 815 6 9 12 2 6 2 7 1 1 1
1 372 7 5 2 1 4 1 11 829 902 6 9 12 2 6 2 4 1 1 3
1 759 3 5 7 1 4 1 11 822 870 6 9 12 2 6 2 7 1 1 3
1 786 3 5 2 1 4 1 11 798 856 6 9 12 2 6 2 4 1 1 3
1 691 3 4 7 1 4 1 11 872 972 6 9 12 2 6 2 4 1 1 3
1 273 7 5 7 1 4 1 11 729 763 6 9 12 2 6 2 4 1 1 1
1 530 7 4 2 1 4 1 11 754 730 6 9 12 2 6 2 4 1 1 3
1 618 3 5 2 1 4 1 11 694 853 6 9 12 2 6 2 7 1 1 1
1 470 3 5 7 1 4 1 11 782 956 6 9 12 2 6 2 7 1 1 4
1 708 7 4 7 1 4 1 11 888 888 6 9 12 2 6 2 7 1 1 4
1 862 7 5 7 1 4 1 11 862 1030 6 9 12 2 6 2 4 1 1 1
1 863 7 4 7 1 4 1 11 990 1040 6 9 12 2 6 2 7 1 1 3
1 687 7 4 7 1 4 1 11 705 855 6 9 12 2 6 2 7 1 1 4
1 766 3 5 2 1 4 1 11 874 939 6 9 12 2 6 2 7 1 1 3
1 652 7 4 7 1 4 1 11 875 902 6 9 12 2 6 2 4 1 1 1
1 767 7 4 2 1 4 1 11 881 844 6 9 12 2 6 2 7 1 1 3
1 575 3 4 7 1 4 1 11 866 981 6 9 12 2 6 2 7 1 1 4
1 722 7 4 7 1 4 1 11 994 1103 6 9 12 2 6 2 7 1 1 4
1 291 7 5 2 1 4 1 11 779 690 6 9 12 2 6 2 7 1 1 1
1 608 7 4 7 1 4 1 11 787 908 6 9 12 2 6 2 7 1 1 3
1 597 3 5 7 1 4 1 11 793 847 6 9 12 2 6 2 4 1 1 1
1 785 3 5 2 1 4 1 11 907 817 6 9 12 2 6 2 7 1 1 4
1 492 7 4 7 1 4 1 11 809 859 6 9 12 2 6 2 7 1 1 3
1 585 7 5 7 1 4 1 11 870 951 6 9 12 2 6 2 4 1 1 3
1 385 7 4 7 1 4 1 11 767 777 6 9 12 2 6 2 7 1 1 3
1 522 3 5 7 1 4 1 11 856 880 6 9 12 2 6 2 4 1 1 4
1 607 3 5 2 1 4 1 11 754 749 6 9 12 2 6 2 7 1 1 3
1 611 3 5 2 1 4 1 11 777 941 6 9 12 2 6 2 7 1 1 4
1 653 3 4 2 1 4 1 11 926 902 6 9 12 2 6 2 4 1 1 3
1 462 7 5 7 1 4 1 11 659 770 6 9 12 2 6 2 4 1 1 4
1 441 7 4 7 1 4 1 11 818 815 6 9 12 2 6 2 4 1 1 3
1 556 3 5 2 1 4 1 11 742 755 6 9 12 2 6 2 7 1 1 4
1 549 3 5 2 1 4 1 11 750 837 6 9 12 2 6 2 7 1 1 4
1 943 3 4 7 1 4 1 11 846 966 6 9 12 2 6 2 7 1 1 4
1 599 3 4 2 1 4 1 11 824 975 6 9 12 2 6 2 4 1 1 3
1 499 3 4 2 1 4 1 11 700 776 6 9 12 2 6 2 7 1 1 4
1 460 3 5 7 1 4 1 11 882 900 6 9 12 2 6 2 4 1 1 1
1 864 7 4 2 1 4 1 11 970 1045 6 9 12 2 6 2 4 1 1 4
1 663 3 5 2 1 4 1 11 914 1039 6 9 12 2 6 2 4 1 1 4
1 659 3 5 2 1 4 1 11 957 987 6 9 12 2 6 2 7 1 1 4
1 792 3 5 2 1 4 1 11 879 1020 6 9 12 2 6 2 7 1 1 1
1 258 3 4 7 1 4 1 11 685 753 6 9 12 2 6 2 4 1 1 3
1 913 3 4 2 1 4 1 11 916 942 6 9 12 2 6 2 4 1 1 3
1 906 3 5 7 1 4 1 11 902 927 6 9 12 2 6 2 4 1 1 4
1 831 7 5 7 1 4 1 11 884 1147 6 9 12 2 6 2 7 1 1 1
1 776 3 5 7 1 4 1 11 812 880 6 9 12 2 6 2 7 1 1 1
1 650 7 4 2 1 4 1 11 833 977 6 9 12 2 6 2 4 1 1 1
1 630 3 5 7 1 4 1 11 923 1001 6 9 12 2 6 2 4 1 1 4
1 752 7 5 7 1 4 1 11 727 840 6 9 12 2 6 2 4 1 1 3
1 512 7 4 2 1 4 1 11 813 947 6 9 12 2 6 2 4 1 1 3
1 669 7 5 2 1 4 1 11 952 984 6 9 12 2 6 2 7 1 1 3
1 697 3 4 7 1 4 1 11 915 975 6 9 12 2 6 2 4 1 1 3
1 505 7 4 7 1 4 1 11 843 895 6 9 12 2 6 2 4 1 1 1
1 726 3 5 2 1 4 1 11 874 974 6 9 12 2 6 2 7 1 1 1
1 652 3 4 2 1 4 1 11 879 888 6 9 12 2 6 2 7 1 1 3
1 690 3 5 7 1 4 1 11 857 1013 6 9 12 2 6 2 7 1 1 4
1 382 7 4 7 1 4 1 11 896 909 6 9 12 2 6 2 7 1 1 1
1 502 3 4 7 1 4 1 11 775 681 6 9 12 2 6 2 7 1 1 4
1 814 3 4 7 1 4 1 11 967 1002 6 9 12 2 6 2 7 1 1 3
1 654 7 4 2 1 4 1 11 818 921 6 9 12 2 6 2 7 1 1 1
1 526 3 5 2 1 4 1 11 787 925 6 9 12 2 6 2 4 1 1 3
1 648 7 4 2 1 4 1 11 889 853 6 9 12 2 6 2 4 1 1 3
1 356 3 4 2 1 4 1 11 677 774 6 9 12 2 6 2 4 1 1 3
1 631 3 5 2 1 4 1 11 760 875 6 9 12 2 6 2 4 1 1 4
1 815 3 4 2 1 4 1 11 927 989 6 9 12 2 6 2 7 1 1 4
1 333 7 4 7 1 4 1 11 779 708 6 9 12 2 6 2 4 1 1 3
1 792 3 5 7 1 4 1 11 903 1031 6 9 12 2 6 2 4 1 1 4
1 545 3 4 2 1 4 1 11 866 917 6 9 12 2 6 2 4 1 1 4
1 327 3 5 2 1 4 1 11 732 761 6 9 12 2 6 2 4 1 1 1
1 705 3 5 7 1 4 1 11 875 960 6 9 12 2 6 2 7 1 1 3
1 748 7 5 2 1 4 1 11 769 841 6 9 12 2 6 2 7 1 1 3
1 925 3 5 2 1 4 1 11 990 967 6 9 12 2 6 2 7 1 1 1
1 877 3 5 2 1 4 1 11 828 930 6 9 12 2 6 2 4 1 1 1
1 830 3 4 7 1 4 1 11 957 986 6 9 12 2 6 2 4 1 1 3
1 570 7 4 7 1 4 1 11 772 948 6 9 12 2 6 2 7 1 1 4
1 442 7 4 7 1 4 1 11 725 849 6 9 12 2 6 2 4 1 1 1
1 833 3 4 7 1 4 1 11 957 960 6 9 12 2 6 2 4 1 1 1
1 574 3 5 2 1 4 1 11 870 971 6 9 12 2 6 2 7 1 1 1
1 512 7 5 2 1 4 1 11 797 825 6 9 12 2 6 2 4 1 1 4
1 588 7 4 2 1 4 1 11 730 728 6 9 12 2 6 2 4 1 1 1
1 520 7 5 2 1 4 1 11 758 844 6 9 12 2 6 2 7 1 1 4
1 505 7 5 7 1 4 1 11 757 902 6 9 12 2 6 2 7 1 1 4
1 626 7 4 2 1 4 1 11 767 818 6 9 12 2 6 2 7 1 1 1
1 489 3 5 7 1 4 1 11 994 1027 6 9 12 2 6 2 7 1 1 4
1 443 3 5 2 1 4 1 11 737 901 6 9 12 2 6 2 4 1 1 4
1 592 7 5 2 1 4 1 11 870 938 6 9 12 2 6 2 7 1 1 3
1 595 3 4 2 1 4 1 11 838 875 6 9 12 2 6 2 4 1 1 4
1 573 7 5 2 1 4 1 11 830 858 6 9 12 2 6 2 4 1 1 4
1 795 3 4 7 1 4 1 11 875 934 6 9 12 2 6 2 4 1 1 3
1 387 3 4 2 1 4 1 11 785 752 6 9 12 2 6 2 7 1 1 4
1 633 7 5 2 1 4 1 11 746 857 6 9 12 2 6 2 4 1 1 4
1 658 3 5 2 1 4 1 11 772 877 6 9 12 2 6 2 7 1 1 3
1 546 7 5 7 1 4 1 11 892 921 6 9 12 2 6 2 4 1 1 3
1 867 7 5 2 1 4 1 11 731 834 6 9 12 2 6 2 4 1 1 3
1 524 3 4 7 1 4 1 11 904 898 6 9 12 2 6 2 4 1 1 1
1 656 7 4 2 1 4 1 11 894 864 6 9 12 2 6 2 4 1 1 4
1 506 7 5 2 1 4 1 11 640 668 6 9 12 2 6 2 7 1 1 1
1 550 7 5 2 1 4 1 11 848 900 6 9 12 2 6 2 7 1 1 3
1 618 3 4 2 1 4 1 11 824 916 6 9 12 2 6 2 4 1 1 3
1 532 3 4 7 1 4 1 11 872 938 6 9 12 2 6 2 7 1 1 4
1 826 7 5 2 1 4 1 11 870 880 6 9 12 2 6 2 4 1 1 3
1 705 7 4 2 1 4 1 11 866 1030 6 9 12 2 6 2 4 1 1 3
1 633 7 5 2 1 4 1 11 756 802 6 9 12 2 6 2 7 1 1 1
1 966 7 4 7 1 4 1 11 930 1064 6 9 12 2 6 2 7 1 1 3
1 733 7 5 7 1 4 1 11 949 1034 6 9 12 2 6 2 4 1 1 4
1 879 7 4 7 1 4 1 11 854 956 6 9 12 2 6 2 7 1 1 1
1 813 3 5 7 1 4 1 11 951 983 6 9 12 2 6 2 4 1 1 4
1 462 7 4 2 1 4 1 11 900 1063 6 9 12 2 6 2 7 1 1 3
1 703 7 4 7 1 4 1 11 763 799 6 9 12 2 6 2 4 1 1 4
1 765 3 4 7 1 4 1 11 849 879 6 9 12 2 6 2 4 1 1 4
1 712 7 4 2 1 4 1 11 932 969 6 9 12 2 6 2 7 1 1 4
1 658 7 4 7 1 4 1 11 713 832 6 9 12 2 6 2 4 1 1 1
1 569 7 5 2 1 4 1 11 811 806 6 9 12 2 6 2 4 1 1 1
1 758 3 4 7 1 4 1 11 904 988 6 9 12 2 6 2 7 1 1 4
1 538 7 5 7 1 4 1 11 656 724 6 9 12 2 6 2 7 1 1 1
1 744 7 4 7 1 4 1 11 865 954 6 9 12 2 6 2 4 1 1 3
1 656 3 4 7 1 4 1 11 896 971 6 9 12 2 6 2 7 1 1 3
1 876 3 5 2 1 4 1 11 908 974 6 9 12 2 6 2 7 1 1 4
1 830 7 5 7 1 4 1 11 762 758 6 9 12 2 6 2 7 1 1 4
1 851 7 4 7 1 4 1 11 820 810 6 9 12 2 6 2 4 1 1 4
1 939 3 5 2 1 4 1 11 977 990 6 9 12 2 6 2 4 1 1 3
1 452 3 5 2 1 4 1 11 687 811 6 9 12 2 6 2 7 1 1 1
1 714 7 5 7 1 4 1 11 953 1009 6 9 12 2 6 2 4 1 1 4
1 593 7 4 2 1 4 1 11 886 878 6 9 12 2 6 2 4 1 1 4
1 636 7 4 2 1 4 1 11 895 917 6 9 12 2 6 2 4 1 1 4
1 498 3 4 7 1 4 1 11 869 935 6 9 12 2 6 2 4 1 1 4
1 500 3 4 2 1 4 1 11 758 805 6 9 12 2 6 2 7 1 1 3
1 719 7 4 7 1 4 1 11 887 884 6 9 12 2 6 2 7 1 1 4
1 672 7 4 7 1 4 1 11 877 886 6 9 12 2 6 2 4 1 1 1
1 580 3 5 7 1 4 1 11 754 858 6 9 12 2 6 2 7 1 1 1
1 483 7 4 2 1 4 1 11 833 934 6 9 12 2 6 2 7 1 1 4
1 589 7 4 7 1 4 1 11 810 896 6 9 12 2 6 2 4 1 1 1
1 1009 7 4 7 1 4 1 11 911 1033 6 9 12 2 6 2 7 1 1 3
1 846 7 4 2 1 4 1 11 916 965 6 9 12 2 6 2 4 1 1 1
1 619 3 5 7 1 4 1 11 747 744 6 9 12 2 6 2 7 1 1 4
1 627 3 4 2 1 4 1 11 946 949 6 9 12 2 6 2 4 1 1 4
1 640 7 4 2 1 4 1 11 905 969 6 9 12 2 6 2 4 1 1 3
1 566 3 4 7 1 4 1 11 734 943 6 9 12 2 6 2 4 1 1 3
1 325 3 4 2 1 4 1 11 801 862 6 9 12 2 6 2 7 1 1 1
1 519 3 4 2 1 4 1 11 787 847 6 9 12 2 6 2 7 1 1 3
1 685 3 4 2 1 4 1 11 858 788 6 9 12 2 6 2 4 1 1 4
1 712 7 4 2 1 4 1 11 906 992 6 9 12 2 6 2 7 1 1 1
1 910 7 5 7 1 4 1 11 769 900 6 9 12 2 6 2 4 1 1 3
1 695 3 4 2 1 4 1 11 776 876 6 9 12 2 6 2 4 1 1 4
1 520 3 5 2 1 4 1 11 749 910 6 9 12 2 6 2 7 1 1 3
1 879 7 5 2 1 4 1 11 863 881 6 9 12 2 6 2 4 1 1 3
1 936 3 5 7 1 4 1 11 959 1005 6 9 12 2 6 2 4 1 1 4
1 703 7 5 2 1 4 1 11 824 891 6 9 12 2 6 2 7 1 1 4
1 613 3 4 7 1 4 1 11 890 1000 6 9 12 2 6 2 4 1 1 3
1 601 7 4 2 1 4 1 11 846 917 6 9 12 2 6 2 4 1 1 1
1 734 3 5 2 1 4 1 11 961 964 6 9 12 2 6 2 7 1 1 4
1 892 7 4 7 1 4 1 11 996 1032 6 9 12 2 6 2 4 1 1 1
1 647 3 4 7 1 4 1 11 919 758 6 9 12 2 6 2 7 1 1 4
1 852 3 4 7 1 4 1 11 799 816 6 9 12 2 6 2 7 1 1 4
1 529 3 5 7 1 4 1 11 723 848 6 9 12 2 6 2 7 1 1 4
1 655 3 5 7 1 4 1 11 802 772 6 9 12 2 6 2 4 1 1 1
1 657 7 4 7 1 4 1 11 883 884 6 9 12 2 6 2 4 1 1 1
1 739 7 5 7 1 4 1 11 935 998 6 9 12 2 6 2 4 1 1 3
1 817 7 4 7 1 4 1 11 935 952 6 9 12 2 6 2 7 1 1 1
1 285 3 4 7 1 4 1 11 745 820 6 9 12 2 6 2 4 1 1 1
1 551 3 5 7 1 4 1 11 791 741 6 9 12 2 6 2 4 1 1 3
1 583 7 5 2 1 4 1 11 818 838 6 9 12 2 6 2 7 1 1 3
1 892 3 5 7 1 4 1 11 836 981 6 9 12 2 6 2 4 1 1 3
1 461 7 4 7 1 4 1 11 870 927 6 9 12 2 6 2 4 1 1 1
1 601 3 5 2 1 4 1 11 826 895 6 9 12 2 6 2 7 1 1 3
1 743 3 5 7 1 4 1 11 856 1067 6 9 12 2 6 2 7 1 1 1
1 684 3 4 7 1 4 1 11 880 938 6 9 12 2 6 2 4 1 1 4
1 624 7 5 7 1 4 1 11 705 791 6 9 12 2 6 2 4 1 1 1
1 595 3 4 2 1 4 1 11 782 759 6 9 12 2 6 2 7 1 1 3
1 771 3 4 7 1 4 1 11 876 892 6 9 12 2 6 2 4 1 1 1
1 702 3 5 2 1 4 1 11 839 989 6 9 12 2 6 2 7 1 1 3
1 561 7 4 7 1 4 1 11 768 858 6 9 12 2 6 2 7 1 1 4
1 658 3 5 7 1 4 1 11 747 811 6 9 12 2 6 2 4 1 1 3
1 871 7 4 7 1 4 1 11 933 955 6 9 12 2 6 2 7 1 1 3
1 657 3 5 7 1 4 1 11 845 890 6 9 12 2 6 2 7 1 1 1
1 777 7 4 7 1 4 1 11 937 966 6 9 12 2 6 2 7 1 1 3
1 650 3 5 2 1 4 1 11 745 836 6 9 12 2 6 2 4 1 1 3
1 478 3 4 7 1 4 1 11 855 794 6 9 12 2 6 2 7 1 1 4
1 522 7 5 7 1 4 1 11 765 849 6 9 12 2 6 2 4 1 1 3
1 981 3 5 7 1 4 1 11 997 1045 6 9 12 2 6 2 7 1 1 3
1 324 3 4 7 1 4 1 11 814 813 6 9 12 2 6 2 4 1 1 1
1 501 3 4 7 1 4 1 11 671 767 6 9 12 2 6 2 4 1 1 4
1 598 7 5 2 1 4 1 11 786 808 6 9 12 2 6 2 4 1 1 4
1 715 3 4 2 1 4 1 11 888 1034 6 9 12 2 6 2 7 1 1 3
1 214 7 5 7 1 4 1 11 719 704 6 9 12 2 6 2 4 1 1 4
1 910 7 5 2 1 4 1 11 1001 1117 6 9 12 2 6 2 4 1 1 4
1 715 7 5 7 1 4 1 11 866 840 6 9 12 2 6 2 7 1 1 4
1 823 7 5 2 1 4 1 11 802 862 6 9 12 2 6 2 7 1 1 1
1 721 3 5 7 1 4 1 11 906 984 6 9 12 2 6 2 7 1 1 1
1 374 3 5 7 1 4 1 11 741 769 6 9 12 2 6 2 7 1 1 1
1 726 3 4 2 1 4 1 11 884 949 6 9 12 2 6 2 4 1 1 1
1 629 7 5 2 1 4 1 11 778 865 6 9 12 2 6 2 4 1 1 4
1 398 3 5 2 1 4 1 11 883 922 6 9 12 2 6 2 7 1 1 3
1 1018 7 5 7 1 4 1 11 944 1060 6 9 12 2 6 2 7 1 1 3
1 836 3 5 7 1 4 1 11 861 954 6 9 12 2 6 2 4 1 1 1
1 691 3 5 2 1 4 1 11 810 905 6 9 12 2 6 2 7 1 1 4
1 590 3 5 7 1 4 1 11 689 750 6 9 12 2 6 2 7 1 1 4
1 555 7 4 2 1 4 1 11 631 736 6 9 12 2 6 2 4 1 1 3
1 801 3 4 7 1 4 1 11 812 841 6 9 12 2 6 2 7 1 1 1
1 727 3 4 2 1 4 1 11 871 849 6 9 12 2 6 2 7 1 1 3
1 728 7 5 7 1 4 1 11 941 944 6 9 12 2 6 2 4 1 1 1
1 637 7 5 2 1 4 1 11 933 980 6 9 12 2 6 2 7 1 1 4
1 806 7 4 2 1 4 1 11 869 947 6 9 12 2 6 2 4 1 1 1
1 561 7 4 2 1 4 1 11 871 896 6 9 12 2 6 2 7 1 1 1
1 479 3 4 2 1 4 1 11 726 790 6 9 12 2 6 2 7 1 1 3
1 524 7 5 2 1 4 1 11 897 972 6 9 12 2 6 2 4 1 1 1
1 697 3 5 2 1 4 1 11 890 929 6 9 12 2 6 2 7 1 1 4
1 693 3 5 7 1 4 1 11 784 880 6 9 12 2 6 2 4 1 1 3
1 885 7 4 2 1 4 1 11 777 998 6 9 12 2 6 2 7 1 1 1
1 640 3 5 7 1 4 1 11 763 951 6 9 12 2 6 2 4 1 1 4
1 551 3 4 7 1 4 1 11 794 845 6 9 12 2 6 2 4 1 1 4
1 499 3 4 2 1 4 1 11 771 912 6 9 12 2 6 2 4 1 1 3
1 794 7 4 2 1 4 1 11 968 1009 6 9 12 2 6 2 4 1 1 3
1 326 7 5 7 1 4 1 11 688 784 6 9 12 2 6 2 4 1 1 3
1 416 7 4 7 1 4 1 11 864 701 6 9 12 2 6 2 7 1 1 4
1 771 3 4 7 1 4 1 11 757 830 6 9 12 2 6 2 7 1 1 3
1 423 7 4 7 1 4 1 11 655 680 6 9 12 2 6 2 4 1 1 1
1 707 7 4 7 1 4 1 11 778 895 6 9 12 2 6 2 4 1 1 3
1 682 7 4 7 1 4 1 11 973 954 6 9 12 2 6 2 7 1 1 4
1 775 7 4 2 1 4 1 11 822 904 6 9 12 2 6 2 7 1 1 3
1 836 3 5 2 1 4 1 11 864 841 6 9 12 2 6 2 7 1 1 1
1 683 3 5 2 1 4 1 11 800 848 6 9 12 2 6 2 7 1 1 3
1 366 3 4 7 1 4 1 11 711 857 6 9 12 2 6 2 4 1 1 4
1 584 7 4 2 1 4 1 11 860 863 6 9 12 2 6 2 7 1 1 3
1 659 3 4 7 1 4 1 11 755 825 6 9 12 2 6 2 4 1 1 1
1 962 7 4 2 1 4 1 11 916 1021 6 9 12 2 6 2 4 1 1 4
1 824 3 4 7 1 4 1 11 783 896 6 9 12 2 6 2 7 1 1 4
1 286 7 5 7 1 4 1 11 656 785 6 9 12 2 6 2 4 1 1 3
1 622 3 4 2 1 4 1 11 757 678 6 9 12 2 6 2 4 1 1 1
1 555 3 5 2 1 4 1 11 755 774 6 9 12 2 6 2 7 1 1 3
1 518 3 5 2 1 4 1 11 843 881 6 9 12 2 6 2 4 1 1 1
1 605 3 4 2 1 4 1 11 761 873 6 9 12 2 6 2 4 1 1 4
1 572 7 4 2 1 4 1 11 729 885 6 9 12 2 6 2 4 1 1 4
1 1039 7 4 7 1 4 1 11 905 945 6 9 12 2 6 2 7 1 1 1
